clam crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_1 toothed_0 backbone_0 breathes_0 venomous_0 fins_0 legs_0 tail_0 domestic_0 catsize_0
crab crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_0 breathes_0 venomous_0 fins_0 legs_4 tail_0 domestic_0 catsize_0
crayfish crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_0 breathes_0 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
crow bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
deer mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
dogfish fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_1
dolphin mammal hair_0 feathers_0 eggs_0 milk_1 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_1
dove bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_1 catsize_0
duck bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_1 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
elephant mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
flamingo bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
flea insect hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
frog amphibian hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_0 domestic_0 catsize_0
frog amphibian hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_1 fins_0 legs_4 tail_0 domestic_0 catsize_0
fruitbat mammal hair_1 feathers_0 eggs_0 milk_1 airborne_1 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
giraffe mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
girl mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_0 domestic_1 catsize_1
gnat insect hair_0 feathers_0 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
goat mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_1 catsize_1
gorilla mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_0 domestic_0 catsize_1
gull bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_1 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
haddock fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_0 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_0
hamster mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_1 catsize_0
hare mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_0
hawk bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
herring fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_0
honeybee insect hair_1 feathers_0 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_1 fins_0 legs_6 tail_0 domestic_1 catsize_0
housefly insect hair_1 feathers_0 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
kiwi bird hair_0 feathers_1 eggs_1 milk_0 airborne_0 aquatic_0 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
ladybird insect hair_0 feathers_0 eggs_1 milk_0 airborne_1 aquatic_0 predator_1 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
lark bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
leopard mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
lion mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
lobster crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_0 breathes_0 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
lynx mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
mink mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
mole mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_0
mongoose mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
moth insect hair_1 feathers_0 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
newt amphibian hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_0
octopus crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_0 breathes_0 venomous_0 fins_0 legs_8 tail_0 domestic_0 catsize_1
opossum mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_0
oryx mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
ostrich bird hair_0 feathers_1 eggs_1 milk_0 airborne_0 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
parakeet bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_1 catsize_0
penguin bird hair_0 feathers_1 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
pheasant bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
pike fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_1
piranha fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_0
pitviper reptile hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_1 fins_0 legs_0 tail_1 domestic_0 catsize_0
platypus mammal hair_1 feathers_0 eggs_1 milk_1 airborne_0 aquatic_1 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
polecat mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
pony mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_1 catsize_1
porpoise mammal hair_0 feathers_0 eggs_0 milk_1 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_1
puma mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
pussycat mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_1 catsize_1
raccoon mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
reindeer mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_1 catsize_1
rhea bird hair_0 feathers_1 eggs_1 milk_0 airborne_0 aquatic_0 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
scorpion crustacean hair_0 feathers_0 eggs_0 milk_0 airborne_0 aquatic_0 predator_1 toothed_0 backbone_0 breathes_1 venomous_1 fins_0 legs_8 tail_1 domestic_0 catsize_0
seahorse fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_0 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_0
seal mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_1 legs_0 tail_0 domestic_0 catsize_1
sealion mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_1 legs_2 tail_1 domestic_0 catsize_1
seasnake reptile hair_0 feathers_0 eggs_0 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_1 fins_0 legs_0 tail_1 domestic_0 catsize_0
seawasp crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_0 breathes_0 venomous_1 fins_0 legs_0 tail_0 domestic_0 catsize_0
skimmer bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_1 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
skua bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_1 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
slowworm reptile hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_0 tail_1 domestic_0 catsize_0
slug crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_0 tail_0 domestic_0 catsize_0
sole fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_0 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_0
sparrow bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
squirrel mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
starfish crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_0 backbone_0 breathes_0 venomous_0 fins_0 legs_5 tail_0 domestic_0 catsize_0
stingray fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_1 fins_1 legs_0 tail_1 domestic_0 catsize_1
swan bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_1 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
termite insect hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_6 tail_0 domestic_0 catsize_0
toad amphibian hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_0 domestic_0 catsize_0
tortoise reptile hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
tuatara reptile hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_0
tuna fish hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_1 predator_1 toothed_1 backbone_1 breathes_0 venomous_0 fins_1 legs_0 tail_1 domestic_0 catsize_1
vampire mammal hair_1 feathers_0 eggs_0 milk_1 airborne_1 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
vole mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_0
vulture bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_1 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
wallaby mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_0 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_1
wasp insect hair_1 feathers_0 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_1 fins_0 legs_6 tail_0 domestic_0 catsize_0
wolf mammal hair_1 feathers_0 eggs_0 milk_1 airborne_0 aquatic_0 predator_1 toothed_1 backbone_1 breathes_1 venomous_0 fins_0 legs_4 tail_1 domestic_0 catsize_1
worm crustacean hair_0 feathers_0 eggs_1 milk_0 airborne_0 aquatic_0 predator_0 toothed_0 backbone_0 breathes_1 venomous_0 fins_0 legs_0 tail_0 domestic_0 catsize_0
wren bird hair_0 feathers_1 eggs_1 milk_0 airborne_1 aquatic_0 predator_0 toothed_0 backbone_1 breathes_1 venomous_0 fins_0 legs_2 tail_1 domestic_0 catsize_0
